et_personid,et_personname,et_personname2,et_broker,et_brokerid,et_proid,et_earliest_year,et_latest_year,ibes_personid,ibes_personname,ibes_broker,match
212913,Kenneth Hill,Kenneth Hill,Barclays,9.0,90450891.0,2015,2015,10902.0,HILL          K,FRCLAYSC,exact_onetoone
212936,Christopher Manuel,Christopher Manuel,"Wells Fargo Securities, LLC",1088.0,140524779.0,2013,2018,2446.0,MANUEL        C,WHEAT,exact_onetoone
212946,Carlo Santarelli,Carlo Santarelli,Deutsche Bank,5.0,140700736.0,2012,2022,1382.0,SANTARELLI    C,LAWRENCE,exact_onetoone
212970,Robert Napoli,Robert Napoli,William Blair & Company L.L.C.,51.0,140685322.0,2013,2021,295.0,NAPOLI        R,BLAIR,exact_onetoone
212989,Kate Wendt,Kate Wendt,"Wells Fargo Securities, LLC",1088.0,139368016.0,2014,2014,2446.0,WENDT         K,WHEAT,exact_onetoone
212990,Melissa McGinnis,Melissa McGinnis,Morgan Stanley,11.0,47579020.0,2012,2012,1595.0,MCGINNIS      M,MORGAN,exact_onetoone
213014,Mike Wood,Michael Wood,Macquarie Research,833.0,139068921.0,2014,2015,1449.0,WOOD          M,MACQUARI,exact_onetoone
213039,Michael Dudas,Michael Dudas,Sterne Agee & Leach,1029.0,140689002.0,2012,2013,2209.0,DUDAS         M,STERNE,exact_onetoone
213079,Frank Mitsch,Frank Mitsch,"Wells Fargo Securities, LLC",1088.0,138896718.0,2012,2016,2446.0,MITSCH        F,WHEAT,exact_onetoone
213080,Nils-Bertil Wallin,Nils-Bertil Wallin,Credit Agricole Securities (USA) Inc.,68.0,114457532.0,2012,2012,538.0,WALLIN        N,CLUSA,exact_onetoone
213093,Nigel Coe,Nigel Coe,Morgan Stanley,11.0,141445195.0,2013,2016,1595.0,COE           N,MORGAN,exact_onetoone
213158,Mark Newman,Mark C. Newman,"Sanford C. Bernstein & Co., LLC",158.0,139254619.0,2019,2019,271.0,NEWMAN        M,BERN,exact_onetoone
213159,Aaron Schwartz,Aaron Schwartz,Jefferies LLC,90.0,139564242.0,2014,2014,1261.0,SCHWARTZ      A,JEFFEREG,exact_onetoone
213241,Doug Freedman,Douglas Freedman,RBC Capital Markets,115.0,141528599.0,2012,2014,659.0,FREEDMAN      D,RBCDOMIN,exact_onetoone
213341,Ashish Sabadra,Ashish Sabadra,Deutsche Bank,5.0,141443365.0,2014,2017,1382.0,SABADRA       A,LAWRENCE,exact_onetoone
213363,Scott Davis,Scott Davis,Barclays,9.0,141631556.0,2014,2016,10902.0,DAVIS         S,FRCLAYSC,exact_onetoone
213497,Mark Heller,Mark Heller,CLSA,573.0,79093272.0,2015,2015,531.0,HELLER        M,CLALEXHK,exact_onetoone
213514,Lizabeth Dunn,Lizabeth Dunn,Macquarie Research,833.0,138824707.0,2012,2014,1449.0,DUNN          L,MACQUARI,exact_onetoone
213535,James Albertine,James Albertine,Stifel,124.0,67058848.0,2012,2012,2213.0,ALBERTINE     J,STIFEL,exact_onetoone
213540,Ryan Krueger,Ryan Krueger,Dowling & Partners Securities LLC,368.0,133437234.0,2014,2014,2962.0,KRUEGER       R,DOWLING,exact_onetoone
213547,Duffy Fischer,Patrick Duffy Fischer,Barclays,9.0,139910948.0,2012,2021,10902.0,FISCHER       D,FRCLAYSC,exact_onetoone
213631,Robert Kessler,Robert Kessler,"Tudor, Pickering & Co. Securities, Inc.",1335.0,128910668.0,2012,2013,7712.0,KESSLER       R,PICKERIN,exact_onetoone
213669,Nils-Bertil Wallin,Nils-Bertil Wallin,CLSA,573.0,127755370.0,2016,2016,531.0,WALLIN        N,CLALEXHK,exact_onetoone
213683,Kerry Rice,Christian Rice,Needham & Company,35.0,137639355.0,2014,2014,1648.0,RICE          K,NEEDHAM,exact_onetoone
213692,Lisa Clive,Elisabeth Decou Clive,"Sanford C. Bernstein & Co., LLC",158.0,60179156.0,2021,2021,271.0,CLIVE         L,BERN,exact_onetoone
213824,Greg Smith,Greg Smith,Sterne Agee & Leach,1029.0,134730841.0,2013,2013,2209.0,SMITH         G,STERNE,exact_onetoone
213867,James Armstrong,James Armstrong,Vertical Research Partners Inc.,2836.0,133111809.0,2014,2016,41108.0,ARMSTRONG     J,VERTRESP,exact_onetoone
213919,Stephen Gengaro,Stephen Gengaro,Sterne Agee & Leach,1029.0,140689068.0,2013,2013,2209.0,GENGARO       S,STERNE,exact_onetoone
214072,Brian Konigsberg,Brian Konigsberg,Vertical Research Partners Inc.,2836.0,109053269.0,2012,2017,41108.0,KONIGSBERG    B,VERTRESP,exact_onetoone
214128,Blaine Heck,Blaine Heck,"Wells Fargo Securities, LLC",1088.0,141863845.0,2012,2021,2446.0,HECK          B,WHEAT,exact_onetoone
214483,Jeffrey Stein,Jeffrey Stein,Northcoast Research,2338.0,141937576.0,2013,2014,38989.0,STEIN         J,NORTHRES,exact_onetoone
214508,Stephen Ju,Stephen Ju,Credit Suisse,4.0,139635631.0,2014,2022,846.0,JU            S,FBOSTON,exact_onetoone
214584,Kaizad Gotla,Kaizad Gotla,J.P. Morgan,8.0,136667252.0,2014,2014,1243.0,GOTLA         K,JPMORGAN,exact_onetoone
214621,Brian Nowak,Brian Nowak,Nomura Securities Co. Ltd.,182.0,111661783.0,2013,2013,1689.0,NOWAK         B,NOMURAUS,exact_onetoone
214635,Shin Kang,Shin Kang,"Wells Fargo Securities, LLC",1088.0,133193207.0,2012,2013,2446.0,KANG          S,WHEAT,exact_onetoone
214884,Jeremy Tonet,Jeremy Tonet,J.P. Morgan,8.0,141707314.0,2016,2022,1243.0,TONET         J,JPMORGAN,exact_onetoone
215435,Ryan Todd,Ryan Todd,Deutsche Bank,5.0,29085034.0,2015,2018,1382.0,TODD          R,LAWRENCE,exact_onetoone
215496,Timothy Evans,Timothy Evans,"Wells Fargo Securities, LLC",1088.0,113365998.0,2014,2017,2446.0,EVANS         T,WHEAT,exact_onetoone
215862,Vijay Jayant,Vijay Jayant,ISI Group Inc.,1971.0,142015397.0,2012,2014,38292.0,JAYANT        V,ISIGROUP,exact_onetoone
216023,Andrew Bischof,Andrew Bischof,Morningstar Inc.,2494.0,142201465.0,2012,2012,39408.0,BISCHOF       A,MRNGSTAR,exact_onetoone
216058,David Styblo,David Styblo,Jefferies LLC,90.0,127128267.0,2012,2020,1261.0,STYBLO        D,JEFFEREG,exact_onetoone
216318,Amit Singh,Amit Singh,Jefferies LLC,90.0,139998371.0,2018,2018,1261.0,SINGH         A,JEFFEREG,exact_onetoone
216354,Lloyd Walmsley,Lloyd Walmsley,Deutsche Bank,5.0,136977589.0,2013,2021,1382.0,WALMSLEY      L,LAWRENCE,exact_onetoone
216370,Paul Grigel,Paul Grigel,Macquarie Research,833.0,136934079.0,2019,2019,1449.0,GRIGEL        P,MACQUARI,exact_onetoone
216826,Naaz Khumawala,Naaz Khumawala,BofA Global Research,10.0,139872304.0,2012,2012,1534.0,KHUMAWALA     N,MERRILL,exact_onetoone
217299,Matt Ramsay,Matthew Ramsay,Canaccord Genuity,170.0,141266547.0,2016,2017,406.0,RAMSAY        M,CANACCOR,exact_onetoone
217562,Andrew Finkelstein,Andrew Finkelstein,"Susquehanna Financial Group, LLLP",195.0,114128537.0,2017,2017,439.0,FINKELSTEIN   A,SUSQUEH,exact_onetoone
217960,Matthew Boss,Matthew Boss,J.P. Morgan,8.0,27648826.0,2012,2022,1243.0,BOSS          M,JPMORGAN,exact_onetoone
217976,Dana Vartabedian,Dana Nentin,Deutsche Bank,5.0,141443161.0,2015,2015,1382.0,NENTIN        D,LAWRENCE,exact_onetoone
218821,Erik Suppiger,Erik Suppiger,JMP Securities,92.0,139655168.0,2013,2018,4747.0,SUPPIGER      E,JOLSON,exact_onetoone
218823,David Rochester,David Rochester,Deutsche Bank,5.0,141710574.0,2018,2019,1382.0,ROCHESTER     D,LAWRENCE,exact_onetoone
218870,Josh Stirling,Josh Stirling,"Sanford C. Bernstein & Co., LLC",158.0,142656995.0,2012,2015,271.0,STIRLING      J,BERN,exact_onetoone
219067,Seth Rosenfeld,Seth Rosenfeld,Jefferies LLC,90.0,140155803.0,2018,2018,1261.0,ROSENFELD     S,JEFFEREG,exact_onetoone
219519,Kai Pan,Kai Pan,Morgan Stanley,11.0,108453470.0,2018,2019,1595.0,PAN           K,MORGAN,exact_onetoone
219997,Denise Chai,Denise Chai,BofA Global Research,10.0,27481143.0,2013,2017,1534.0,CHAI          D,MERRILL,exact_onetoone
220840,Erinn Murphy,Erinn Murphy,Piper Sandler Companies,112.0,37849837.0,2013,2019,1859.0,MURPHY        E,PIPER,exact_onetoone
221227,Savanthi Syth,Savanthi Prelis-Syth,Raymond James & Associates,114.0,137018263.0,2012,2022,1929.0,SYTH          S,RAYMOND,exact_onetoone
221784,Brad Heffern,Bradley Heffern,RBC Capital Markets,115.0,127465273.0,2015,2022,659.0,HEFFERN       B,RBCDOMIN,exact_onetoone
222125,William Peterson,William Peterson,J.P. Morgan,8.0,144038903.0,2017,2017,1243.0,PETERSON      W,JPMORGAN,exact_onetoone
222276,Steven Fox,Steven Fox,Cross Research LLC,590.0,142651432.0,2012,2019,203.0,FOX           S,CROSSRE,exact_onetoone
222606,Gregory Bolan,Gregory Bolan,Sterne Agee & Leach,1029.0,142381404.0,2014,2014,2209.0,BOLAN         G,STERNE,exact_onetoone
222687,Peter Arment,Peter Arment,Sterne Agee & Leach,1029.0,142381074.0,2014,2014,2209.0,ARMENT        P,STERNE,exact_onetoone
222784,Aldo Mazzaferro,Aldo Mazzaferro,Macquarie Research,833.0,138826184.0,2013,2013,1449.0,MAZZAFERRO    A,MACQUARI,exact_onetoone
222982,Joseph O'Dea,Joseph O'Dea,Vertical Research Partners Inc.,2836.0,137017219.0,2017,2020,41108.0,O'DEA         J,VERTRESP,exact_onetoone
222998,Jack Meehan,Jack Meehan,Barclays,9.0,115713279.0,2015,2019,10902.0,MEEHAN        J,FRCLAYSC,exact_onetoone
223012,Kristine Liwag,Kristine Liwag,BofA Global Research,10.0,54774369.0,2012,2012,1534.0,LIWAG         K,MERRILL,exact_onetoone
223049,Sidney Ho,Shek Ho,Nomura Securities Co. Ltd.,182.0,128583522.0,2013,2013,1689.0,HO            S,NOMURAUS,exact_onetoone
223050,Brian Peterson,Brian Peterson,Raymond James & Associates,114.0,142323800.0,2012,2012,1929.0,PETERSON      B,RAYMOND,exact_onetoone
223125,Edlain Rodriguez,Edlain Rodriguez,Lazard Capital Markets,812.0,143243277.0,2012,2012,1385.0,RODRIGUEZ     E,LAZARD,exact_onetoone
223251,Ying Huang,Ying Huang,Barclays,9.0,144272416.0,2012,2012,10902.0,HUANG         Y,FRCLAYSC,exact_onetoone
223339,Michael Kelly,Michael Kelly,Seaport Research Partners,376.0,142425897.0,2014,2015,18905.0,KELLY         M,GHUNTER,exact_onetoone
223429,Bill Carcache,Bill Carcache,Nomura Securities Co. Ltd.,182.0,144718301.0,2013,2019,1689.0,CARCACHE      B,NOMURAUS,exact_onetomore
223429,Bill Carcache,Bill Carcache,Nomura Securities Co. Ltd.,182.0,144718301.0,2013,2019,41560.0,CARCACHE      B,INSTINET,exact_onetomore
223505,Aaron Kessler,Aaron Kessler,Raymond James & Associates,114.0,141064775.0,2014,2014,1929.0,KESSLER       A,RAYMOND,exact_onetoone
223512,David Lipschitz,David Lipschitz,CLSA,573.0,129251002.0,2015,2015,531.0,LIPSCHITZ     D,CLALEXHK,exact_onetoone
223604,Ajay Jain,Ajay Jain,Cantor Fitzgerald & Co.,133.0,144734590.0,2012,2013,11688.0,JAIN          A,CANTORFZ,exact_onetoone
224125,Keith Bachman,Keith Bachman,BMO Capital Markets Equity Research,228.0,49950497.0,2014,2022,364.0,BACHMAN       K,BURNS,exact_onetoone
224175,Brian Lee,Brian Lee,Goldman Sachs,7.0,136863176.0,2018,2021,1020.0,LEE           B,GOLDMAN,exact_onetoone
224303,Will Gabrielski,William Gabrielski,Lazard Capital Markets,812.0,143716368.0,2013,2013,1385.0,GABRIELSKI    W,LAZARD,exact_onetoone
224355,Heath Terry,Heath Terry,Goldman Sachs,7.0,144643992.0,2012,2016,1020.0,TERRY         H,GOLDMAN,exact_onetoone
224617,Carlos Kirjner,Carlos Kirjner-Neto,"Sanford C. Bernstein & Co., LLC",158.0,142494825.0,2012,2016,271.0,KIRJNER       C,BERN,exact_onetoone
224623,Todd Lukasik,Todd Lukasik,Morningstar Inc.,2494.0,108149317.0,2015,2015,39408.0,LUKASIK       T,MRNGSTAR,exact_onetoone
224648,Robert Cihra,Robert Cihra,Evercore ISI,2554.0,142490146.0,2014,2014,39747.0,CIHRA         R,EVERCO,exact_onetoone
224934,Waqar Syed,Waqar Syed,Goldman Sachs,7.0,144379809.0,2013,2013,1020.0,SYED          W,GOLDMAN,exact_onetoone
225164,Justin Long,Justin Long,"Stephens, Inc.",44.0,114776696.0,2013,2022,2206.0,LONG          J,STEPHENS,exact_onetoone
225317,Sung Ji Nam,Sung Ji Nam,Cantor Fitzgerald & Co.,133.0,142758339.0,2014,2014,11688.0,NAM           S,CANTORFZ,exact_onetoone
225327,Jaime Katz,Jaime Katz,Morningstar Inc.,2494.0,139874622.0,2015,2015,39408.0,KATZ          J,MRNGSTAR,exact_onetoone
225406,Albert Kabili,Albert Kabili,Credit Suisse,4.0,144035137.0,2013,2013,846.0,KABILI        A,FBOSTON,exact_onetoone
225428,Aashish Rao,Aashish Rao,BofA Global Research,10.0,127166575.0,2013,2014,1534.0,RAO           A,MERRILL,exact_onetoone
225429,Ian Ing,Ian Ing,Lazard Capital Markets,812.0,143524495.0,2012,2013,1385.0,ING           I,LAZARD,exact_onetoone
225723,Nicole DeBlase,Nicole DeBlase,Morgan Stanley,11.0,141445236.0,2013,2014,1595.0,DEBLASE       N,MORGAN,exact_onetoone
225729,Min Tang-Varner,Min Tang-Varner,Morningstar Inc.,2494.0,109014984.0,2012,2012,39408.0,TANG-VARNER   M,MRNGSTAR,exact_onetoone
225767,Dan Werner,Dan Werner,Morningstar Inc.,2494.0,137404223.0,2014,2014,39408.0,WERNER        D,MRNGSTAR,exact_onetoone
225857,Gregory Dunham,Gregory Dunham,Goldman Sachs,7.0,144037632.0,2014,2014,1020.0,DUNHAM        G,GOLDMAN,exact_onetoone
225906,Vamil Divan,Vamil Divan,Credit Suisse,4.0,129395060.0,2014,2019,846.0,DIVAN         V,FBOSTON,exact_onetoone
226212,Josh Sullivan,Joshua Sullivan,Sterne Agee & Leach,1029.0,143648347.0,2016,2016,2209.0,SULLIVAN      J,STERNE,exact_onetoone
226328,Melissa Gorham,Melissa Franchi,Morgan Stanley,11.0,81657243.0,2020,2020,1595.0,GORHAM        M,MORGAN,exact_onetoone
226402,Michael Graham,Michael Graham,Canaccord Genuity,170.0,140249209.0,2021,2021,406.0,GRAHAM        M,CANACCOR,exact_onetoone
226628,Debbie Jones,Deborah Jones Hofmann,Deutsche Bank,5.0,31158502.0,2020,2020,1382.0,JONES         D,LAWRENCE,exact_onetoone
226644,Jeffrey Spittel,Jeffrey Spittel,Seaport Research Partners,376.0,140766291.0,2013,2013,18905.0,SPITTEL       J,GHUNTER,exact_onetoone
226658,Georgios Mihalos,Georgios Mihalos,Credit Suisse,4.0,146253466.0,2014,2014,846.0,MIHALOS       G,FBOSTON,exact_onetoone
226835,David Toti,David Toti,Cantor Fitzgerald & Co.,133.0,146344086.0,2013,2013,11688.0,TOTI          D,CANTORFZ,exact_onetoone
227097,Christopher Jones,Christopher Jones,Telsey Advisory Group LLC,2889.0,78833426.0,2014,2014,41263.0,JONES         C,TELSEY,exact_onetoone
227315,Srikanth Nagarajan,Srikanth Nagarajan,Cantor Fitzgerald & Co.,133.0,146348074.0,2012,2012,11688.0,NAGARAJAN     S,CANTORFZ,exact_onetoone
227386,Tim Tiberio,Tim Tiberio,"Miller Tabak & Co., LLC",285.0,146048330.0,2013,2014,12208.0,TIBERIO       T,MILLERTA,exact_onetoone
227461,Derek Sbrogna,Derek Sbrogna,Macquarie Research,833.0,118419532.0,2014,2014,1449.0,SBROGNA       D,MACQUARI,exact_onetoone
227617,Kevin Chiang,Kevin Chiang,CIBC Capital Markets,567.0,52346782.0,2022,2022,1750.0,CHIANG        K,WOODGUND,exact_onetoone
227838,Lawson Winder,Lawson Winder,BofA Global Research,10.0,35054947.0,2022,2022,1534.0,WINDER        L,MERRILL,exact_onetoone
227866,Jonathan Wolff,Jonathan Wolff,ISI Group Inc.,1971.0,138888510.0,2012,2012,38292.0,WOLFF         J,ISIGROUP,exact_onetoone
227888,Stephen Byrd,Stephen Byrd,Morgan Stanley,11.0,142493526.0,2012,2021,1595.0,BYRD          S,MORGAN,exact_onetoone
227944,Jeremie Capron,Jeremie Capron,CLSA,573.0,53508165.0,2014,2014,531.0,CAPRON        J,CLALEXHK,exact_onetoone
227961,Christopher Merwin,Christopher Merwin,Barclays,9.0,111317555.0,2014,2014,10902.0,MERWIN        C,FRCLAYSC,exact_onetoone
228104,Kyle Rose,Kyle Rose,Canaccord Genuity,170.0,136595492.0,2021,2021,406.0,ROSE          K,CANACCOR,exact_onetoone
228229,Juan Sanabria,Juan Sanabria,BofA Global Research,10.0,30141757.0,2014,2018,1534.0,SANABRIA      J,MERRILL,exact_onetoone
228314,John Mims,John Mims,FBR Capital Markets & Co.,24.0,140686625.0,2013,2013,3431.0,MIMS          J,FRIEDMAN,exact_onetoone
228436,Eric Tracy,Eric Tracy,Janney Montgomery Scott LLC,89.0,157668255.0,2014,2014,1237.0,TRACY         E,JANNEY,exact_onetoone
228640,Michael Hodel,Michael Hodel,Morningstar Inc.,2494.0,108149350.0,2012,2012,39408.0,HODEL         M,MRNGSTAR,exact_onetoone
228678,Steven Cahall,Steven Cahall,RBC Capital Markets,115.0,139825767.0,2017,2017,659.0,CAHALL        S,RBCDOMIN,exact_onetoone
228890,Heidi Vesterinen,Heidi Vesterinen,BNP Paribas Exane,230.0,143244965.0,2019,2020,829.0,VESTERINEN    H,EXANE,exact_onetoone
229105,Joan Payson,Joan Payson,Barclays,9.0,139738359.0,2014,2018,10902.0,PAYSON        J,FRCLAYSC,exact_onetoone
229443,Stephen East,Stephen East,ISI Group Inc.,1971.0,171025055.0,2013,2014,38292.0,EAST          S,ISIGROUP,exact_onetoone
229511,Mark Massaro,Mark Massaro,Canaccord Genuity,170.0,142743834.0,2018,2019,406.0,MASSARO       M,CANACCOR,exact_onetoone
229852,Andrew DeGasperi,Andrew DeGasperi,Macquarie Research,833.0,145928796.0,2015,2015,1449.0,DEGASPERI     A,MACQUARI,exact_onetoone
229912,Jeffrey  Garro,Jeffrey Garro,William Blair & Company L.L.C.,51.0,142704745.0,2016,2016,295.0,GARRO         J,BLAIR,exact_onetoone
230198,Chris Terry,Christopher Terry,Deutsche Bank,5.0,114131453.0,2018,2018,1382.0,TERRY         C,LAWRENCE,exact_onetoone
231118,Paul Trussell,Paul Trussell,Deutsche Bank,5.0,140509748.0,2013,2021,1382.0,TRUSSELL      P,LAWRENCE,exact_onetoone
231994,Daniel Altscher,Daniel Altscher,FBR Capital Markets & Co.,24.0,118360374.0,2015,2015,3431.0,ALTSCHER      D,FRIEDMAN,exact_onetoone
232167,Abhey Lamba,Abhey Lamba,Mizuho Securities USA LLC,2557.0,170167449.0,2013,2017,39664.0,LAMBA         A,MIZUSEC,exact_onetoone
232895,Stanley Elliott,Stanley Elliott,Stifel,124.0,38016476.0,2017,2021,2213.0,ELLIOTT       S,STIFEL,exact_onetomore
232895,Stanley Elliott,Stanley Elliott,Stifel,124.0,38016476.0,2017,2021,39128.0,ELLIOTT       S,MAINFRST,exact_onetomore
232937,Monika Garg,Monika Garg,Pacific Crest,110.0,162685075.0,2012,2014,1765.0,GARG          M,PACCREST,exact_onetoone
233240,Nathan Jones,Nathan Jones,Stifel,124.0,38016322.0,2013,2022,2213.0,JONES         N,STIFEL,exact_onetoone
233245,Laura Champine,Laura Champine,Canaccord Genuity,170.0,183093614.0,2013,2016,406.0,CHAMPINE      L,CANACCOR,exact_onetoone
233346,Adam Baumgarten,Adam Baumgarten,Macquarie Research,833.0,139069061.0,2015,2015,1449.0,BAUMGARTEN    A,MACQUARI,exact_onetoone
233767,Brian  Vaccaro,Brian Vaccaro,Raymond James & Associates,114.0,141942316.0,2021,2021,1929.0,VACCARO       B,RAYMOND,exact_onetoone
233851,Simon Leopold,Simon Leopold,Raymond James & Associates,114.0,183777355.0,2013,2021,1929.0,LEOPOLD       S,RAYMOND,exact_onetoone
233909,Steven Forbes,Steven Forbes,"Guggenheim Securities, LLC",2538.0,134387114.0,2012,2020,39862.0,FORBES        S,GUGGEL,exact_onetoone
233958,Brian Kleinhanzl,Brian Kleinhanzl,"Keefe, Bruyette, & Woods",94.0,104425877.0,2016,2021,1308.0,KLEINHANZL    B,KEEFE,exact_onetoone
234055,Brian Wieser,Brian Wieser,Pivotal Research Group,2495.0,144194880.0,2014,2015,39514.0,WIESER        B,PIVOTAL,exact_onetoone
234088,Steven Duong,Tu Duong,RBC Capital Markets,115.0,138695982.0,2020,2020,659.0,DUONG         S,RBCDOMIN,exact_onetoone
234103,Russell Gunther,Russell Elliott Gunther,BofA Global Research,10.0,184007694.0,2013,2013,1534.0,GUNTHER       R,MERRILL,exact_onetoone
234259,Deepa Raghavan,Deepa Bhargavi Raghavan,"Wells Fargo Securities, LLC",1088.0,146317474.0,2019,2021,2446.0,RAGHAVAN      D,WHEAT,exact_onetoone
234343,Sumit Dhanda,Sumit Dhanda,ISI Group Inc.,1971.0,170177086.0,2012,2012,38292.0,DHANDA        S,ISIGROUP,exact_onetoone
234470,Ryan Goodman,Ryan Goodman,Credit Agricole Securities (USA) Inc.,68.0,104596563.0,2012,2014,538.0,GOODMAN       R,CLUSA,exact_onetoone
234665,Vasundhara Govil,Vasundhara Govil,Morgan Stanley,11.0,141444985.0,2016,2016,1595.0,GOVIL         V,MORGAN,exact_onetoone
234688,Salveen Richter,Salveen Richter,Canaccord Genuity,170.0,183096768.0,2012,2013,406.0,RICHTER       S,CANACCOR,exact_onetoone
234729,Brian Ruttenbur,Brian Ruttenbur,CRT Capital Group,591.0,204617394.0,2012,2012,38125.0,RUTTENBUR     B,CRTCAP,exact_onetoone
235192,Mark Reichman,Mark La Reichman,Simmons & Company International,1009.0,204713734.0,2014,2014,2120.0,REICHMAN      M,SIMMONS,exact_onetoone
235254,Todd Juenger,Todd Juenger,"Sanford C. Bernstein & Co., LLC",158.0,171640077.0,2012,2018,271.0,JUENGER       T,BERN,exact_onetoone
235258,Harsh Kumar,Harsh Kumar,"Stephens, Inc.",44.0,204661294.0,2014,2016,2206.0,KUMAR         H,STEPHENS,exact_onetoone
235323,Lawrence Keusch,Lawrence Keusch,Raymond James & Associates,114.0,196046453.0,2015,2020,1929.0,KEUSCH        L,RAYMOND,exact_onetoone
235342,Charles Meade,Charles Meade,"Johnson Rice & Company, L.L.C.",773.0,204871777.0,2012,2021,1284.0,MEADE         C,JOHNRICE,exact_onetoone
235546,Andrew McNellis,Andrew McNellis,Evercore ISI,2554.0,154062551.0,2014,2014,39747.0,MCNELLIS      A,EVERCO,exact_onetoone
235690,Sean Dargan,Sean Dargan,Macquarie Research,833.0,171133875.0,2014,2016,1449.0,DARGAN        S,MACQUARI,exact_onetoone
235730,Michael Ward,Michael Ward,Sterne Agee & Leach,1029.0,145276336.0,2015,2015,2209.0,WARD          M,STERNE,exact_onetoone
235897,David Harris,David Harris,Imperial Capital,88.0,162700040.0,2012,2012,39585.0,HARRIS        D,IMPERCAP,exact_onetoone
236329,Charles Fishman,Charles Fishman,Morningstar Inc.,2494.0,182408281.0,2017,2019,39408.0,FISHMAN       C,MRNGSTAR,exact_onetoone
236469,Chad Dillard,Charles Albert Dillard,Deutsche Bank,5.0,141443309.0,2014,2014,1382.0,DILLARD       C,LAWRENCE,exact_onetoone
236599,Praneeth Satish,Praneeth Satish,"Wells Fargo Securities, LLC",1088.0,61457453.0,2021,2021,2446.0,SATISH        P,WHEAT,exact_onetoone
236746,Kannan Venkateshwar,Kannan Venkateshwar,Barclays,9.0,59305268.0,2014,2022,10902.0,VENKATESHWAR  K,FRCLAYSC,exact_onetoone
236789,John Edwards,John Edwards,Credit Suisse,4.0,204836218.0,2013,2017,846.0,EDWARDS       J,FBOSTON,exact_onetoone
236969,Luke Montgomery,Lucas Montgomery,"Sanford C. Bernstein & Co., LLC",158.0,171641034.0,2016,2016,271.0,MONTGOMERY    L,BERN,exact_onetoone
236972,Jamie Merriman,Jamie Merriman,"Sanford C. Bernstein & Co., LLC",158.0,204596116.0,2018,2020,271.0,MERRIMAN      J,BERN,exact_onetoone
237163,Zachary Sopcak,Zachary Sopcak,Morgan Stanley,11.0,181991178.0,2018,2018,1595.0,SOPCAK        Z,MORGAN,exact_onetoone
237242,Spencer Joyce,Spencer Joyce,Hilliard Lyons,762.0,182838931.0,2017,2017,1098.0,JOYCE         S,HILLIARD,exact_onetoone
237310,Guy Baber,Guy Baber,Simmons & Company International,1009.0,139699078.0,2015,2017,2120.0,BABER         G,SIMMONS,exact_onetoone
237342,Theresa Chen,Theresa Chen,Barclays,9.0,140678562.0,2022,2022,10902.0,CHEN          T,FRCLAYSC,exact_onetoone
237619,Christopher Turnure,Christopher Turnure,J.P. Morgan,8.0,141526920.0,2017,2019,1243.0,TURNURE       C,JPMORGAN,exact_onetoone
237922,Erin  Wilson,Erin Wilson Wright,BofA Global Research,10.0,205266348.0,2015,2015,1534.0,WILSON        E,MERRILL,exact_onetoone
238452,Vikram Malhotra,Vikram Malhotra,Morgan Stanley,11.0,47577803.0,2014,2021,1595.0,MALHOTRA      V,MORGAN,exact_onetoone
239557,Abhishek Sinha,Abhishek Sinha,BofA Global Research,10.0,113905466.0,2013,2013,1534.0,SINHA         A,MERRILL,exact_onetoone
239976,Jason Kolbert,Jason Kolbert,Maxim Group,147.0,206293460.0,2013,2013,376.0,KOLBERT       J,MAXIM,exact_onetoone
240045,Michael Nemeroff,Michael Nemeroff,Credit Suisse,4.0,133627587.0,2016,2016,846.0,NEMEROFF      M,FBOSTON,exact_onetoone
240058,Jeffrey Farmer,Jeffrey Farmer,"Wells Fargo Securities, LLC",1088.0,146353434.0,2013,2017,2446.0,FARMER        J,WHEAT,exact_onetoone
240091,Bret Jordan,Bret Jordan,BB&T Capital Markets,175.0,183957749.0,2013,2013,2086.0,JORDAN        B,SCOTT,exact_onetoone
240581,Jeffrey Omohundro,Jeffrey Omohundro,Davenport & Company,74.0,207009114.0,2013,2013,2377.0,OMOHUNDRO     J,VIRGINIA,exact_onetoone
240821,John Lawrence,John Lawrence,"Stephens, Inc.",44.0,207313031.0,2013,2013,2206.0,LAWRENCE      J,STEPHENS,exact_onetoone
241774,Joseph Moore,Joseph Moore,Morgan Stanley,11.0,206403639.0,2014,2022,1595.0,MOORE         J,MORGAN,exact_onetoone
241783,Alex Arfaei,Ardalan Arfaei,BMO Capital Markets U.S. (Historical),210.0,207008232.0,2014,2014,364.0,ARFAEI        A,GKM,exact_onetoone
241875,Michael Cyprys,Michael Cyprys,Morgan Stanley,11.0,104486838.0,2016,2022,1595.0,CYPRYS        M,MORGAN,exact_onetoone
241963,Brad Reback,Brad Reback,Stifel,124.0,182118836.0,2017,2021,2213.0,REBACK        B,STIFEL,exact_onetoone
242225,Justin Lake,Justin Lake,J.P. Morgan,8.0,208627954.0,2012,2014,1243.0,LAKE          J,JPMORGAN,exact_onetoone
242291,Alex Henderson,Alexander Henderson,Needham & Company,35.0,208761955.0,2018,2022,1648.0,HENDERSON     A,NEEDHAM,exact_onetoone
242324,David Pang,David Pang,Stifel,124.0,62533575.0,2022,2022,2213.0,PANG          D,STIFEL,exact_onetoone
242917,Maynard Um,Maynard Um,"Wells Fargo Securities, LLC",1088.0,207907686.0,2013,2014,2446.0,UM            M,WHEAT,exact_onetoone
